location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Crawford, Ohio",Confirmed (per 100k),62.66,4.82,0.08,5.24,4,2,6,1
"Jasper, Iowa",Confirmed (per 100k),61.85,3.46,0.06,6.12,4,2,6,1
"Seward, Kansas",Confirmed (per 100k),60.67,2.67,0.04,5.36,4,2,6,-2
"Cameron, Texas",Confirmed (per 100k),60.02,4.42,0.07,6.36,4,2,6,0
"Halifax, North Carolina",Confirmed (per 100k),59.99,4.57,0.08,6.49,4,2,6,1
"Elkhart, Indiana",Confirmed (per 100k),59.61,4.08,0.07,6.28,4,2,6,0
"Walton, Georgia",Confirmed (per 100k),58.14,4.08,0.07,6.99,4,2,6,1
"Allendale, South Carolina",Confirmed (per 100k),57.55,4.93,0.09,6.58,4,2,6,0
"Anson, North Carolina",Confirmed (per 100k),57.27,4.68,0.08,5.97,4,2,6,1
"Ogle, Illinois",Confirmed (per 100k),57.26,4.51,0.08,5.80,4,2,6,-2
"Hanover, Virginia",Confirmed (per 100k),56.60,4.11,0.07,5.91,4,2,6,0
"Noble, Indiana",Confirmed (per 100k),56.55,4.19,0.07,5.19,4,2,6,2
"Dallas, Alabama",Confirmed (per 100k),56.46,4.22,0.07,5.44,4,2,6,0
"Calloway, Kentucky",Confirmed (per 100k),56.41,4.03,0.07,4.94,4,2,6,0
"Leon, Florida",Confirmed (per 100k),56.20,4.04,0.07,6.68,4,2,6,0
"Allen, Ohio",Confirmed (per 100k),55.69,3.91,0.07,5.61,4,2,6,0
"Union, Pennsylvania",Confirmed (per 100k),55.65,4.77,0.09,5.33,4,2,6,-1
"Itawamba, Mississippi",Confirmed (per 100k),55.58,3.66,0.07,6.81,4,2,6,1
"Russell, Alabama",Confirmed (per 100k),55.21,3.94,0.07,6.88,4,2,6,0
"Culpeper, Virginia",Confirmed (per 100k),55.13,4.07,0.07,5.75,4,2,6,0
"Clinton, Ohio",Confirmed (per 100k),54.80,4.08,0.07,6.23,4,2,6,1
"Franklin, Alabama",Confirmed (per 100k),54.21,3.19,0.06,6.58,4,2,6,1
"Houston, Alabama",Confirmed (per 100k),53.83,3.91,0.07,6.75,4,2,6,0
"Warren, Kentucky",Confirmed (per 100k),53.43,3.33,0.06,5.71,4,2,6,0
"Bledsoe, Tennessee",Confirmed (per 100k),53.11,4.74,0.09,4.64,4,2,6,-1
"Brown, Wisconsin",Confirmed (per 100k),52.54,3.94,0.08,4.59,4,2,6,0
"Warren, Virginia",Confirmed (per 100k),52.29,4.27,0.08,5.71,4,2,6,0
"Wyoming, Pennsylvania",Confirmed (per 100k),52.25,4.27,0.08,5.36,4,2,6,0
"Jones, Georgia",Confirmed (per 100k),52.20,3.98,0.08,6.67,4,2,6,1
"Washington, Virginia",Confirmed (per 100k),52.10,4.25,0.08,6.75,4,2,6,-2
"Pulaski, Kentucky",Confirmed (per 100k),50.79,4.40,0.09,6.93,4,2,6,0
"Tallahatchie, Mississippi",Confirmed (per 100k),50.69,3.10,0.06,5.65,4,2,6,2
"Boone, Kentucky",Confirmed (per 100k),50.16,3.96,0.08,4.91,4,2,6,-1
"Smith, Tennessee",Confirmed (per 100k),49.61,4.96,0.10,5.29,4,2,6,-1
"Jefferson, Indiana",Confirmed (per 100k),49.52,3.98,0.08,6.66,4,2,6,0
"Butler, Missouri",Confirmed (per 100k),49.44,3.70,0.07,5.25,4,2,6,-2
"Preble, Ohio",Confirmed (per 100k),48.92,4.19,0.09,5.31,4,2,6,0
"Columbia, Florida",Confirmed (per 100k),48.82,3.39,0.07,6.95,4,2,6,1
"Martin, Indiana",Confirmed (per 100k),48.76,4.18,0.09,5.65,4,2,6,0
"Orange, Virginia",Confirmed (per 100k),48.58,3.86,0.08,6.37,4,2,6,1
"Wise, Virginia",Confirmed (per 100k),48.15,4.20,0.09,4.12,4,2,6,-2
"Cayuga, New York",Confirmed (per 100k),47.01,4.10,0.09,6.01,4,2,6,0
"El Paso, Texas",Confirmed (per 100k),46.83,3.29,0.07,6.38,4,2,6,0
"Chattahoochee, Georgia",Confirmed (per 100k),45.84,3.93,0.09,5.19,4,2,6,1
"Camp, Texas",Confirmed (per 100k),45.82,3.27,0.07,5.42,4,2,6,0
"Marion, Illinois",Confirmed (per 100k),45.69,4.99,0.11,4.23,4,2,6,-1
"Cumberland, Kentucky",Confirmed (per 100k),45.36,4.32,0.10,4.84,4,2,6,-1
"Macon, Illinois",Confirmed (per 100k),45.19,4.40,0.10,4.34,4,2,6,-2
"Adams, Illinois",Confirmed (per 100k),44.32,4.15,0.09,5.56,4,2,6,0
"Lee, Illinois",Confirmed (per 100k),43.99,3.77,0.09,6.27,4,2,6,-2
"Alamance, North Carolina",Confirmed (per 100k),43.07,3.62,0.08,5.24,4,2,6,-1
"Shelby, Kentucky",Confirmed (per 100k),42.84,3.21,0.07,6.33,4,2,6,0
"Lyon, Iowa",Confirmed (per 100k),42.54,2.43,0.06,6.93,4,2,6,0
"Fayette, Ohio",Confirmed (per 100k),42.07,4.01,0.10,4.84,4,2,6,-2
"Cattaraugus, New York",Confirmed (per 100k),42.04,3.19,0.08,6.74,4,2,6,0
"Union, Kentucky",Confirmed (per 100k),41.72,2.98,0.07,6.35,4,2,6,0
"Bullitt, Kentucky",Confirmed (per 100k),41.63,4.02,0.10,4.59,4,2,6,-1
"Auglaize, Ohio",Confirmed (per 100k),41.62,3.13,0.08,6.02,4,2,6,1
"Cassia, Idaho",Confirmed (per 100k),41.61,2.97,0.07,7.00,4,2,6,1
"Gallatin, Illinois",Confirmed (per 100k),41.43,2.96,0.07,5.88,4,2,6,6
"Clarke, Virginia",Confirmed (per 100k),41.04,2.93,0.07,5.65,4,2,6,2
"Mercer, Kentucky",Confirmed (per 100k),41.03,3.26,0.08,6.30,4,2,6,0
"Dewey, Oklahoma",Confirmed (per 100k),40.89,2.92,0.07,5.19,4,2,6,6
"Nye, Nevada",Confirmed (per 100k),40.84,2.46,0.06,6.58,4,2,6,3
"Grant, New Mexico",Confirmed (per 100k),40.74,3.70,0.09,5.29,4,2,6,0
"Richland, Wisconsin",Confirmed (per 100k),40.58,3.31,0.08,5.71,4,2,6,1
"Morrow, Ohio",Confirmed (per 100k),39.63,3.23,0.08,5.10,4,2,6,1
"Duplin, North Carolina",Confirmed (per 100k),39.15,3.65,0.09,4.73,4,2,6,0
"Atchison, Missouri",Confirmed (per 100k),38.89,2.78,0.07,5.88,4,2,6,6
"Marshall, Kentucky",Confirmed (per 100k),38.59,3.22,0.08,6.48,4,2,6,0
"Delta, Colorado",Confirmed (per 100k),38.51,3.21,0.08,4.99,4,2,6,2
"Wheeler, Georgia",Confirmed (per 100k),38.19,3.64,0.10,5.19,4,2,6,1
"LaGrange, Indiana",Confirmed (per 100k),37.87,2.88,0.08,6.41,4,2,6,0
"McCulloch, Texas",Confirmed (per 100k),37.58,3.58,0.10,5.88,4,2,6,-3
"Rockwall, Texas",Confirmed (per 100k),37.17,3.40,0.09,4.11,4,2,6,0
"Schoolcraft, Michigan",Confirmed (per 100k),37.06,3.53,0.10,4.84,4,2,6,-1
"West Carroll, Louisiana",Confirmed (per 100k),36.93,3.96,0.11,5.19,4,2,6,-1
"Logan, Kentucky",Confirmed (per 100k),36.90,3.16,0.09,4.27,4,2,6,3
"Elbert, Georgia",Confirmed (per 100k),36.47,2.98,0.08,4.50,4,2,6,2
"Roosevelt, Montana",Confirmed (per 100k),36.35,2.60,0.07,6.58,4,2,6,0
"Navarro, Texas",Confirmed (per 100k),35.92,2.85,0.08,5.82,4,2,6,1
"Caroline, Virginia",Confirmed (per 100k),35.80,2.32,0.06,5.75,4,2,6,1
"Mason, Kentucky",Confirmed (per 100k),35.15,3.35,0.10,4.84,4,2,6,0
"Lincoln, Colorado",Confirmed (per 100k),35.08,2.51,0.07,6.58,4,2,6,0
"Floyd, Texas",Confirmed (per 100k),35.01,2.50,0.07,5.19,4,2,6,6
"San Jacinto, Texas",Confirmed (per 100k),34.65,2.48,0.07,5.05,4,2,6,-2
"Jay, Indiana",Confirmed (per 100k),34.25,2.80,0.08,6.06,4,2,6,0
"Cheshire, New Hampshire",Confirmed (per 100k),34.17,2.44,0.07,6.53,4,2,6,1
"Ross, Ohio",Confirmed (per 100k),33.91,2.05,0.06,6.70,4,2,6,0
"Lee, Arkansas",Confirmed (per 100k),33.87,3.23,0.10,4.84,4,2,6,1
"Cheyenne, Nebraska",Confirmed (per 100k),33.67,3.21,0.10,5.19,4,2,6,-1
"Boone, Illinois",Confirmed (per 100k),33.62,2.40,0.07,5.04,4,2,6,-1
"Grand Forks, North Dakota",Confirmed (per 100k),33.12,1.85,0.06,6.35,4,2,6,6
"Oldham, Kentucky",Confirmed (per 100k),32.93,2.35,0.07,6.07,4,2,6,0
"Barry, Michigan",Confirmed (per 100k),32.49,2.55,0.08,4.24,4,2,6,2
"Geary, Kansas",Confirmed (per 100k),31.58,2.71,0.09,5.19,4,2,6,-1
"Los Alamos, New Mexico",Confirmed (per 100k),30.98,2.95,0.10,5.02,4,2,6,0
"Buffalo, Wisconsin",Confirmed (per 100k),30.70,2.19,0.07,6.93,4,2,6,1
"Cabell, West Virginia",Confirmed (per 100k),30.45,2.49,0.08,6.49,4,2,6,0
"Nelson, Kentucky",Confirmed (per 100k),30.28,2.78,0.09,4.81,4,2,6,0
"Santa Cruz, Arizona",Confirmed (per 100k),30.11,1.84,0.06,6.81,4,2,6,1
"Escambia, Alabama",Confirmed (per 100k),30.03,2.73,0.09,5.29,4,2,6,0
"Lee, Virginia",Confirmed (per 100k),29.89,2.44,0.08,6.41,4,2,6,-1
"Clinton, Kentucky",Confirmed (per 100k),29.36,2.80,0.10,4.84,4,2,6,-1
"Lee, North Carolina",Confirmed (per 100k),29.14,2.54,0.09,4.62,4,2,6,-2
"Massac, Illinois",Confirmed (per 100k),29.04,2.07,0.07,5.54,4,2,6,6
"Dale, Alabama",Confirmed (per 100k),28.47,2.32,0.08,5.02,4,2,6,-1
"Merced, California",Confirmed (per 100k),28.45,2.16,0.08,6.76,4,2,6,0
"Allegany, Maryland",Confirmed (per 100k),28.40,2.03,0.07,5.95,4,2,6,0
"Somerset, Maine",Confirmed (per 100k),27.73,2.26,0.08,4.50,4,2,6,0
"Henry, Missouri",Confirmed (per 100k),27.49,1.96,0.07,5.65,4,2,6,0
"Dallam, Texas",Confirmed (per 100k),27.45,1.96,0.07,5.88,4,2,6,6
"Valencia, New Mexico",Confirmed (per 100k),27.38,2.61,0.10,5.09,4,2,6,0
"Paulding, Ohio",Confirmed (per 100k),26.78,2.30,0.09,5.88,4,2,6,-1
"Sampson, North Carolina",Confirmed (per 100k),26.76,2.70,0.10,4.55,4,2,6,0
"Gallia, Ohio",Confirmed (per 100k),26.76,1.91,0.07,6.75,4,2,6,0
"Catoosa, Georgia",Confirmed (per 100k),26.64,2.11,0.08,5.82,4,2,6,0
"Jefferson, Illinois",Confirmed (per 100k),26.54,2.27,0.09,4.96,4,2,6,-1
"Major, Oklahoma",Confirmed (per 100k),26.22,1.87,0.07,5.88,4,2,6,6
"Scotland, North Carolina",Confirmed (per 100k),25.84,2.46,0.10,5.77,4,2,6,-1
"Decatur, Tennessee",Confirmed (per 100k),25.72,2.45,0.10,4.50,4,2,6,-1
"Fayette, Alabama",Confirmed (per 100k),24.54,2.63,0.11,4.73,4,2,6,-1
"Dinwiddie, Virginia",Confirmed (per 100k),24.52,2.50,0.10,4.77,4,2,6,-2
"Titus, Texas",Confirmed (per 100k),24.43,2.62,0.11,4.61,4,2,6,0
"Hardin, Kentucky",Confirmed (per 100k),24.33,2.06,0.08,4.76,4,2,6,0
"Bath, Kentucky",Confirmed (per 100k),24.00,2.29,0.10,4.15,4,2,6,-1
"Conway, Arkansas",Confirmed (per 100k),23.99,2.74,0.11,4.67,4,2,6,0
"Palo Pinto, Texas",Confirmed (per 100k),23.98,1.96,0.08,6.06,4,2,6,-2
"Sandusky, Ohio",Confirmed (per 100k),23.92,1.95,0.08,5.97,4,2,6,0
"Giles, Virginia",Confirmed (per 100k),23.92,1.71,0.07,6.93,4,2,6,-1
"Bleckley, Georgia",Confirmed (per 100k),23.30,2.22,0.10,4.15,4,2,6,-2
"Hempstead, Arkansas",Confirmed (per 100k),23.22,2.65,0.11,4.84,4,2,6,-1
"Bedford, Pennsylvania",Confirmed (per 100k),22.97,1.49,0.06,4.77,4,2,6,3
"Kiowa, Oklahoma",Confirmed (per 100k),22.97,1.64,0.07,6.58,4,2,6,0
"Grayson, Kentucky",Confirmed (per 100k),22.70,1.62,0.07,5.19,4,2,6,0
"Phillips, Arkansas",Confirmed (per 100k),22.49,2.41,0.11,4.96,4,2,6,-1
"Mineral, West Virginia",Confirmed (per 100k),22.33,1.60,0.07,6.35,4,2,6,1
"Cocke, Tennessee",Confirmed (per 100k),22.22,1.19,0.05,5.88,4,2,6,-1
"Greene, Mississippi",Confirmed (per 100k),22.08,2.10,0.10,4.15,4,2,6,1
"Clinton, Pennsylvania",Confirmed (per 100k),20.71,1.85,0.09,6.44,4,2,6,0
"Halifax, Virginia",Confirmed (per 100k),20.64,2.11,0.10,5.75,4,2,6,0
"Leslie, Kentucky",Confirmed (per 100k),20.25,1.45,0.07,5.19,4,2,6,6
"Bonneville, Idaho",Confirmed (per 100k),20.16,1.08,0.05,6.12,4,2,6,1
"Campbell, Virginia",Confirmed (per 100k),20.04,1.82,0.09,5.69,4,2,6,-1
"Wapello, Iowa",Confirmed (per 100k),20.02,2.04,0.10,4.22,4,2,6,-1
"Howard, Missouri",Confirmed (per 100k),20.00,1.43,0.07,6.58,4,2,6,-2
"Rockingham, North Carolina",Confirmed (per 100k),19.78,1.57,0.08,6.23,4,2,6,1
"Mississippi, Arkansas",Confirmed (per 100k),19.68,2.11,0.11,5.08,4,2,6,-1
"Washington, Florida",Confirmed (per 100k),19.63,1.68,0.09,5.88,4,2,6,0
"Grant, Wisconsin",Confirmed (per 100k),19.44,1.39,0.07,5.33,4,2,6,1
"Lyon, Nevada",Confirmed (per 100k),19.13,1.49,0.08,5.77,4,2,6,-1
"Brown, Ohio",Confirmed (per 100k),18.42,1.32,0.07,6.41,4,2,6,2
"Madison, Iowa",Confirmed (per 100k),18.36,1.75,0.10,4.50,4,2,6,1
"Lafayette, Wisconsin",Confirmed (per 100k),18.00,1.71,0.10,6.23,4,2,6,-1
"Des Moines, Iowa",Confirmed (per 100k),17.96,1.47,0.08,5.19,4,2,6,0
"Marshall, Illinois",Confirmed (per 100k),17.49,1.25,0.07,5.88,4,2,6,6
"Columbia, Arkansas",Confirmed (per 100k),17.05,1.83,0.11,4.73,4,2,6,0
"Adams, Indiana",Confirmed (per 100k),16.77,1.60,0.10,5.19,4,2,6,0
"Claiborne, Tennessee",Confirmed (per 100k),15.65,1.34,0.09,6.12,4,2,6,0
"Lamb, Texas",Confirmed (per 100k),15.51,1.11,0.07,6.58,4,2,6,0
"Izard, Arkansas",Confirmed (per 100k),14.67,1.05,0.07,6.58,4,2,6,-2
"Newaygo, Michigan",Confirmed (per 100k),14.29,1.17,0.08,6.41,4,2,6,0
"Matanuska-Susitna, Alaska",Confirmed (per 100k),13.85,1.32,0.10,5.40,4,2,6,-1
"Meeker, Minnesota",Confirmed (per 100k),12.92,1.23,0.10,4.84,4,2,6,2
"Oconto, Wisconsin",Confirmed (per 100k),10.55,1.13,0.11,4.96,4,2,6,1
"Anderson, Texas",Confirmed (per 100k),10.39,0.99,0.10,3.80,3,3,6,1
"Pike, Kentucky",Confirmed (per 100k),10.37,0.99,0.10,3.28,3,3,6,-1
"Alpena, Michigan",Confirmed (per 100k),7.04,0.50,0.07,3.11,3,3,6,-2
"Marion, Arkansas",Confirmed (per 100k),5.99,0.86,0.14,3.11,3,3,6,-2
"Andrew, Missouri",Confirmed (per 100k),5.65,0.81,0.14,3.11,3,3,6,-2
"Perry, Illinois",Confirmed (per 100k),4.78,0.68,0.14,3.11,3,3,6,-2
"Pacific, Washington",Confirmed (per 100k),4.45,0.64,0.14,3.11,3,3,6,-2
"Rockland, New York",Confirmed (per 100k),2686.40,90.37,0.03,17.73,5,0,5,0
"Westchester, New York",Confirmed (per 100k),2256.11,74.71,0.03,18.01,5,0,5,0
"Blaine, Idaho",Confirmed (per 100k),2037.27,18.62,0.01,72.43,5,0,5,0
"Suffolk, New York",Confirmed (per 100k),1680.35,63.03,0.04,15.42,5,0,5,-1
"Dougherty, Georgia",Confirmed (per 100k),1521.22,52.30,0.03,17.16,5,0,5,-1
"Orleans, Louisiana",Confirmed (per 100k),1498.68,25.59,0.02,38.26,5,0,5,0
"St. John the Baptist, Louisiana",Confirmed (per 100k),1421.67,45.69,0.03,18.64,5,0,5,-1
"Jefferson, Louisiana",Confirmed (per 100k),1236.09,38.75,0.03,20.08,5,0,5,-1
"Bergen, New Jersey",Confirmed (per 100k),1223.88,45.58,0.04,15.45,5,0,5,-1
"St. James, Louisiana",Confirmed (per 100k),1014.41,19.64,0.02,33.38,5,0,5,0
"Lee, Georgia",Confirmed (per 100k),883.57,26.67,0.03,20.47,5,0,5,-1
"Eagle, Colorado",Confirmed (per 100k),870.72,24.36,0.03,22.06,5,0,5,0
"St. Bernard, Louisiana",Confirmed (per 100k),821.27,23.89,0.03,21.73,5,0,5,0
"Summit, Utah",Confirmed (per 100k),730.81,11.19,0.02,43.57,5,0,5,0
"Wayne, Michigan",Confirmed (per 100k),717.07,23.83,0.03,18.45,5,0,5,0
"Ocean, New Jersey",Confirmed (per 100k),703.57,27.29,0.04,14.45,5,0,5,-1
"Monmouth, New Jersey",Confirmed (per 100k),694.74,25.03,0.04,16.39,5,0,5,-1
"Plaquemines, Louisiana",Confirmed (per 100k),642.32,14.78,0.02,27.41,5,0,5,0
"Clay, Georgia",Confirmed (per 100k),635.14,15.12,0.02,24.37,5,0,5,-1
"Coffey, Kansas",Confirmed (per 100k),550.19,17.47,0.03,18.64,5,0,5,0
"Lafourche, Louisiana",Confirmed (per 100k),540.91,21.07,0.04,15.09,5,0,5,-1
"Monroe, Pennsylvania",Confirmed (per 100k),527.39,16.86,0.03,18.87,5,0,5,0
"Luzerne, Pennsylvania",Confirmed (per 100k),507.53,19.49,0.04,15.47,5,0,5,-1
"Caddo, Louisiana",Confirmed (per 100k),480.42,18.73,0.04,15.27,5,0,5,-1
"Oakland, Michigan",Confirmed (per 100k),459.45,17.82,0.04,14.89,5,0,5,-1
"St. Tammany, Louisiana",Confirmed (per 100k),362.49,10.48,0.03,21.48,5,0,5,0
"Northampton, North Carolina",Confirmed (per 100k),359.29,11.00,0.03,19.52,5,0,5,0
"Ascension, Louisiana",Confirmed (per 100k),356.23,8.35,0.02,27.00,5,0,5,0
"Marion, Indiana",Confirmed (per 100k),344.19,13.54,0.04,14.76,5,0,5,-1
"Franklin, Indiana",Confirmed (per 100k),329.55,8.79,0.03,23.61,5,0,5,0
"East Baton Rouge, Louisiana",Confirmed (per 100k),315.64,12.66,0.04,14.51,5,0,5,-1
"Ripley, Indiana",Confirmed (per 100k),314.22,6.56,0.02,30.84,5,0,5,0
"Berkshire, Massachusetts",Confirmed (per 100k),305.74,10.18,0.03,18.37,5,0,5,0
"Allen, Louisiana",Confirmed (per 100k),304.37,5.02,0.02,38.08,5,0,5,0
"Wasatch, Utah",Confirmed (per 100k),302.13,8.80,0.03,22.36,5,0,5,0
"Claiborne, Louisiana",Confirmed (per 100k),299.94,10.03,0.03,17.67,5,0,5,0
"Hunterdon, New Jersey",Confirmed (per 100k),299.91,11.60,0.04,14.91,5,0,5,-1
"Clarendon, South Carolina",Confirmed (per 100k),290.41,9.31,0.03,18.24,5,0,5,-1
"Pitkin, Colorado",Confirmed (per 100k),287.05,8.04,0.03,21.90,5,0,5,0
"Kershaw, South Carolina",Confirmed (per 100k),283.99,6.01,0.02,30.82,5,0,5,0
"Lincoln, Idaho",Confirmed (per 100k),279.54,7.99,0.03,22.53,5,0,5,-1
"Tunica, Mississippi",Confirmed (per 100k),269.93,7.42,0.03,19.48,5,0,5,1
"Summit, Colorado",Confirmed (per 100k),264.42,7.37,0.03,20.10,5,0,5,0
"Montour, Pennsylvania",Confirmed (per 100k),263.30,5.49,0.02,26.88,5,0,5,1
"Barnstable, Massachusetts",Confirmed (per 100k),258.23,7.18,0.03,21.90,5,0,5,0
"Terrebonne, Louisiana",Confirmed (per 100k),256.20,8.28,0.03,18.91,5,0,5,0
"Teton, Wyoming",Confirmed (per 100k),251.45,8.52,0.03,18.22,5,0,5,0
"Sumner, Tennessee",Confirmed (per 100k),249.89,6.72,0.03,23.28,5,0,5,0
"Schley, Georgia",Confirmed (per 100k),247.29,8.15,0.03,18.83,5,0,5,-1
"Seminole, Georgia",Confirmed (per 100k),247.22,5.30,0.02,23.22,5,0,5,-1
"Snohomish, Washington",Confirmed (per 100k),247.18,5.09,0.02,30.63,5,0,5,0
"Pierce, Georgia",Confirmed (per 100k),246.60,8.07,0.03,19.19,5,0,5,-1
"Franklin, Massachusetts",Confirmed (per 100k),242.23,8.55,0.04,16.27,5,0,5,0
"Bolivar, Mississippi",Confirmed (per 100k),241.61,7.46,0.03,19.49,5,0,5,0
"Chittenden, Vermont",Confirmed (per 100k),230.20,5.58,0.02,26.76,5,0,5,0
"Jennings, Indiana",Confirmed (per 100k),227.15,9.27,0.04,14.09,5,0,5,-1
"Washtenaw, Michigan",Confirmed (per 100k),224.70,7.31,0.03,18.10,5,0,5,0
"Bartow, Georgia",Confirmed (per 100k),219.98,5.70,0.03,23.91,5,0,5,1
"Davidson, Tennessee",Confirmed (per 100k),214.94,8.29,0.04,14.37,5,0,5,-1
"Colquitt, Georgia",Confirmed (per 100k),214.91,6.27,0.03,20.10,5,0,5,-1
"Perry, Missouri",Confirmed (per 100k),214.26,5.23,0.02,23.71,5,0,5,0
"Erie, New York",Confirmed (per 100k),212.36,7.42,0.03,15.94,5,0,5,-1
"King, Washington",Confirmed (per 100k),208.50,5.91,0.03,22.18,5,0,5,0
"Milwaukee, Wisconsin",Confirmed (per 100k),205.87,6.86,0.03,17.71,5,0,5,0
"Tippah, Mississippi",Confirmed (per 100k),204.41,5.19,0.03,25.90,5,0,5,0
"Coahoma, Mississippi",Confirmed (per 100k),203.40,7.10,0.03,16.54,5,0,5,0
"Carroll, Georgia",Confirmed (per 100k),202.51,6.43,0.03,18.53,5,0,5,0
"Adams, Washington",Confirmed (per 100k),200.17,7.15,0.04,16.36,5,0,5,-1
"Shelby, Indiana",Confirmed (per 100k),192.27,7.35,0.04,14.54,5,0,5,-1
"Allamakee, Iowa",Confirmed (per 100k),189.96,5.22,0.03,20.72,5,0,5,0
"Webster, Louisiana",Confirmed (per 100k),185.19,6.71,0.04,16.33,5,0,5,0
"Hillsdale, Michigan",Confirmed (per 100k),184.19,5.95,0.03,18.66,5,0,5,-1
"Grundy, Tennessee",Confirmed (per 100k),178.74,7.45,0.04,14.40,5,0,5,-1
"Bossier, Louisiana",Confirmed (per 100k),173.18,5.85,0.03,17.19,5,0,5,0
"Warren, Georgia",Confirmed (per 100k),171.30,5.44,0.03,15.59,5,0,5,1
"Columbia, New York",Confirmed (per 100k),168.18,5.77,0.03,17.76,5,0,5,0
"Carroll, Maryland",Confirmed (per 100k),168.01,6.45,0.04,14.59,5,0,5,-1
"St. Helena, Louisiana",Confirmed (per 100k),167.79,5.64,0.03,15.25,5,0,5,-1
"Hancock, Indiana",Confirmed (per 100k),165.03,5.48,0.03,18.30,5,0,5,-1
"Avoyelles, Louisiana",Confirmed (per 100k),164.41,6.05,0.04,17.10,5,0,5,-1
"Kemper, Mississippi",Confirmed (per 100k),164.24,5.87,0.04,16.63,5,0,5,-1
"Jefferson, Arkansas",Confirmed (per 100k),163.12,5.99,0.04,16.44,5,0,5,-1
"Lawrence, Indiana",Confirmed (per 100k),163.10,5.67,0.03,17.48,5,0,5,-1
"Routt, Colorado",Confirmed (per 100k),159.92,5.01,0.03,19.52,5,0,5,-1
"Lafayette, Louisiana",Confirmed (per 100k),158.35,5.26,0.03,18.30,5,0,5,1
"Chenango, New York",Confirmed (per 100k),154.64,5.45,0.04,16.71,5,0,5,0
"Monroe, Michigan",Confirmed (per 100k),144.19,5.60,0.04,14.95,5,0,5,-1
"St. Landry, Louisiana",Confirmed (per 100k),143.69,5.22,0.04,17.21,5,0,5,-1
"Morehouse, Louisiana",Confirmed (per 100k),136.69,5.17,0.04,15.75,5,0,5,-1
"Johnson, Wyoming",Confirmed (per 100k),130.25,5.07,0.04,16.06,5,0,5,0
"Humboldt, Nevada",Confirmed (per 100k),118.83,5.09,0.04,14.44,5,0,5,-1
"Twin Falls, Idaho",Confirmed (per 100k),113.95,4.28,0.04,13.25,4,1,5,-1
"Lamar, Georgia",Confirmed (per 100k),110.08,4.49,0.04,13.51,4,1,5,1
"Fayette, Georgia",Confirmed (per 100k),108.37,4.37,0.04,13.79,4,1,5,1
"Marshall, Mississippi",Confirmed (per 100k),104.83,4.45,0.04,13.51,4,1,5,1
"Daviess, Kentucky",Confirmed (per 100k),104.42,4.36,0.04,12.10,4,1,5,0
"Jewell, Kansas",Confirmed (per 100k),104.20,4.96,0.05,12.13,4,1,5,-2
"St. Charles, Missouri",Confirmed (per 100k),103.48,4.58,0.04,13.01,4,1,5,-1
"Newton, Georgia",Confirmed (per 100k),102.91,4.73,0.05,10.72,4,1,5,0
"Wilkes, Georgia",Confirmed (per 100k),102.28,4.38,0.04,10.05,4,1,5,0
"LaPorte, Indiana",Confirmed (per 100k),101.92,1.82,0.02,11.38,4,1,5,0
"Portage, Ohio",Confirmed (per 100k),99.71,4.40,0.04,12.94,4,1,5,0
"Houston, Georgia",Confirmed (per 100k),97.55,4.52,0.05,11.45,4,1,5,-1
"Victoria, Texas",Confirmed (per 100k),96.65,4.65,0.05,12.33,4,1,5,-2
"Stephens, Georgia",Confirmed (per 100k),96.43,4.96,0.05,9.74,4,1,5,-2
"Gwinnett, Georgia",Confirmed (per 100k),95.70,4.38,0.05,11.77,4,1,5,0
"Tate, Mississippi",Confirmed (per 100k),95.34,4.04,0.04,13.77,4,1,5,1
"Kalkaska, Michigan",Confirmed (per 100k),94.25,4.75,0.05,10.05,4,1,5,1
"Inyo, California",Confirmed (per 100k),94.24,4.75,0.05,9.82,4,1,5,2
"Harris, Georgia",Confirmed (per 100k),93.65,4.05,0.04,9.42,4,1,5,-1
"Cherokee, Georgia",Confirmed (per 100k),93.52,4.09,0.04,12.19,4,1,5,0
"Brown, Indiana",Confirmed (per 100k),92.76,4.73,0.05,10.88,4,1,5,-2
"Kendall, Illinois",Confirmed (per 100k),92.26,4.10,0.04,13.19,4,1,5,-1
"Franklin, Ohio",Confirmed (per 100k),92.04,3.70,0.04,13.18,4,1,5,0
"Kane, Illinois",Confirmed (per 100k),92.04,4.48,0.05,11.05,4,1,5,-1
"Boulder, Colorado",Confirmed (per 100k),91.97,4.03,0.04,13.20,4,1,5,0
"Loudoun, Virginia",Confirmed (per 100k),91.41,4.46,0.05,11.32,4,1,5,0
"McHenry, Illinois",Confirmed (per 100k),90.65,3.90,0.04,12.91,4,1,5,-1
"Bertie, North Carolina",Confirmed (per 100k),89.72,4.52,0.05,10.05,4,1,5,0
"Lexington, South Carolina",Confirmed (per 100k),89.37,4.21,0.05,10.68,4,1,5,0
"Calhoun, Texas",Confirmed (per 100k),89.24,4.70,0.05,10.44,4,1,5,1
"Freeborn, Minnesota",Confirmed (per 100k),89.16,4.72,0.05,11.09,4,1,5,-1
"Lee, Florida",Confirmed (per 100k),89.15,3.99,0.04,13.26,4,1,5,0
"Washington, Ohio",Confirmed (per 100k),88.46,4.05,0.05,10.90,4,1,5,-2
"Rensselaer, New York",Confirmed (per 100k),88.21,4.68,0.05,10.33,4,1,5,0
